Quarter,AdSet,Ad,Vendor,Impressions,CTR,UPV,BR,Av_TOP,Cost,Start_Date,End_Date
FY19Q3,FA20_MPH_ALL_FB_DISP,ALL_FB_DISP,FB_DISP,170008,0.0041,352,0.9375, 00:00:55.0,715.01,Feb-19,Feb-20
FY19Q3,FA20_MPH_ALL_LI_TEXT,ALL_LI_TEXT,LI_TEXT,5005,0.0066,24,0.9583, 00:02:00.0,230.19,Jan-19,May-19
FY19Q3,FA20_POL_ALL_DBM_DISP,ALL_DBM_DISP,DBM_DISP,59742,0.0008,146,0.8244, 00:00:15.0,623.49,Feb-19,Jun-20
FY19Q3,FA20_POL_ALL_FB_DISP,ALL_FB_DISP,FB_DISP,179094,0.0026,282,0.9564, 00:00:45.0,745.3,Feb-19,Feb-20
FY19Q3,FA20_POL_ALL_LI_TEXT,ALL_LI_TEXT,LI_TEXT,5779,0.0076,42,0.9048, 00:09:45.0,248.78,Feb-19,May-19
FY19Q3,FA20_UG_TL_DBM_DISP,TL_DBM_DISP,DBM_DISP,222128,0.0017,465,0.8552, 00:00:35.0,2842.45,Mar-19,Jun-20
FY19Q3,FA20_UG_TL_FB_CAR,TL_FB_CAR,FB_CAR,34550,0.0044,80,0.9615, 00:00:25.0,106.71,Mar-19,Nov-19
FY19Q3,FA20_UG_TL_FB_DISP,TL_FB_DISP,FB_DISP,99047,0.0034,199,0.8995, 00:01:35.0,310.32,Mar-19,Mar-20
FY19Q3,FA20_UG_TL_FB_VID,TL_FB_VID,FB_VID,90057,0.0066,229,0.9452, 00:01:05.0,582.97,Mar-19,Nov-19
FY19Q3,FA20_UG_TL_IG_CAR,TL_IG_CAR,IG_CAR,25923,0.002,43,0.9524, 00:00:45.0,93.3,Mar-19,Nov-19
FY19Q3,FA20_UG_TL_IG_DISP,TL_IG_DISP,IG_DISP,104776,0.002,96,0.967, 00:00:40.0,422.78,Mar-19,Mar-20
