"Term","Audience","Product","Code_Vendor","Code_Medium","Date","Impressions","Clicks","Bounces","Sessions","Swipes","CTR","SwipeUpRatePct","UPV","BR","Av_TOP","ClickableCompRate","VTR","CTOR","OpenRate","Sends","ViewRate","ClickableCompletions","Completions","Opens","LIOpens","LIClicks","Engagements","LICTOR","EngRate","EngagementRate","Master_Exits","Master_Pageviews","Master_Time_On_Page","Cost","Avg_RR","Results","Views"
"FA19","ALL","MPH","LI","TEXT",2018-07-03,185,1,0,0,0,0.54,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,1,NA,Inf,0.54,0,0,0,5.41,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-07-04,146,1,0,0,0,0.68,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,1,NA,Inf,0.68,0,0,0,5.59,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-07-05,151,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,5.12,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-07-06,134,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,1,NA,Inf,0.75,0,0,0,3.34,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-07-07,158,2,0,0,0,1.27,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,2,NA,Inf,1.27,0,0,0,3.71,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-07-08,133,2,0,0,0,1.5,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,2,NA,Inf,1.5,0,0,0,4.31,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-07-09,174,5,0,0,0,2.87,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,5,NA,Inf,2.87,0,0,0,3.08,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-07-10,158,2,0,0,0,1.27,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,2,NA,Inf,1.27,0,0,0,3,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-07-11,155,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,3.33,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-07-12,170,2,0,0,0,1.18,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,2,NA,Inf,1.18,0,0,0,3.32,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-07-13,168,2,0,0,0,1.19,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,2,NA,Inf,1.19,0,0,0,3.05,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-07-14,115,1,0,0,0,0.87,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,1,NA,Inf,0.87,0,0,0,3.3,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-07-15,132,1,0,0,0,0.76,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,1,NA,Inf,0.76,0,0,0,3.08,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-07-16,165,1,0,0,0,0.61,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,1,NA,Inf,0.61,0,0,0,3.61,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-07-17,129,2,0,0,0,1.55,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,2,NA,Inf,1.55,0,0,0,2.85,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-07-18,81,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,3.09,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-07-19,102,1,0,0,0,0.98,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,1,NA,Inf,0.98,0,0,0,3.25,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-07-20,36,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,2.48,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-07-21,36,1,0,0,0,2.78,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,1,NA,Inf,2.78,0,0,0,2.95,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-07-22,60,1,0,0,0,1.67,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,1,NA,Inf,1.67,0,0,0,4.87,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-07-23,79,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,4.93,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-07-24,72,1,0,0,0,1.39,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,1,NA,Inf,1.39,0,0,0,5.18,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-07-25,94,2,0,0,0,2.13,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,2,NA,Inf,2.13,0,0,0,5.35,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-07-26,104,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,5.74,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-07-27,102,1,0,0,0,0.98,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,1,NA,Inf,0.98,0,0,0,5.92,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-07-28,83,1,0,0,0,1.2,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,1,NA,Inf,1.2,0,0,0,5.54,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-07-29,72,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,6.08,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-07-30,99,1,0,0,0,1.01,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,1,NA,Inf,1.01,0,0,0,6.15,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-07-31,102,1,0,0,0,0.98,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,1,NA,Inf,0.98,0,0,0,5.06,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-08-01,95,1,0,0,0,1.05,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,2,NA,Inf,2.11,0,0,0,5.88,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-08-02,99,1,0,0,0,1.01,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,1,NA,Inf,1.01,0,0,0,6.7,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-08-03,63,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,6.2,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-08-04,72,2,0,0,0,2.78,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,2,NA,Inf,2.78,0,0,0,6.14,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-08-05,54,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,5.17,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-08-06,91,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,6.68,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-08-07,85,1,0,0,0,1.18,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,1,NA,Inf,1.18,0,0,0,5.73,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-08-08,55,2,0,0,0,3.64,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,2,NA,Inf,3.64,0,0,0,4.12,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-08-09,76,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,5.2,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-08-10,71,1,0,0,0,1.41,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,1,NA,Inf,1.41,0,0,0,3.4,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-08-11,63,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,5.22,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-08-12,71,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,4.39,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-08-13,63,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,3.11,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-08-14,69,1,0,0,0,1.45,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,1,NA,Inf,1.45,0,0,0,3.81,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-08-15,46,1,0,0,0,2.17,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,1,NA,Inf,2.17,0,0,0,3.38,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-08-16,78,1,0,0,0,1.28,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,1,NA,Inf,1.28,0,0,0,5.2,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-08-17,66,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,5.64,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-08-18,60,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,5.57,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-08-19,91,2,0,0,0,2.2,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,2,NA,Inf,2.2,0,0,0,6.11,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-08-20,124,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,6.85,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-08-21,91,1,0,0,0,1.1,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,1,NA,Inf,1.1,0,0,0,6,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-08-22,99,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,5.91,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-08-23,85,1,0,0,0,1.18,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,1,NA,Inf,1.18,0,0,0,6.98,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-08-24,78,2,0,0,0,2.56,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,2,NA,Inf,2.56,0,0,0,6.01,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-08-25,81,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,6.49,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-08-26,69,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,6.06,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-08-27,107,1,0,0,0,0.93,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,1,NA,Inf,0.93,0,0,0,5.01,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-08-28,93,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,6.37,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-08-29,76,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,5.89,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-08-30,58,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,5.1,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-08-31,125,2,0,0,0,1.6,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,2,NA,Inf,1.6,0,0,0,6.68,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-09-01,157,1,0,0,0,0.64,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,2,NA,Inf,1.27,0,0,0,6.42,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-09-02,139,2,0,0,0,1.44,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,2,NA,Inf,1.44,0,0,0,6.49,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-09-03,99,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,4.56,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-09-04,160,2,0,0,0,1.25,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,2,NA,Inf,1.25,0,0,0,5.54,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-09-05,102,3,0,0,0,2.94,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,3,NA,Inf,2.94,0,0,0,4.99,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-09-06,101,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,5.61,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-09-07,127,2,0,0,0,1.57,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,2,NA,Inf,1.57,0,0,0,6.64,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-09-08,137,1,0,0,0,0.73,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,1,NA,Inf,0.73,0,0,0,7.08,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-09-09,138,2,0,0,0,1.45,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,2,NA,Inf,1.45,0,0,0,6.7,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-09-10,127,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,7.6,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-09-11,96,3,0,0,0,3.12,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,3,NA,Inf,3.12,0,0,0,6.99,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-09-12,86,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,7.09,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-09-13,85,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,7.33,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-09-14,90,1,0,0,0,1.11,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,1,NA,Inf,1.11,0,0,0,6.28,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-09-15,80,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,6.94,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-09-16,88,1,0,0,0,1.14,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,1,NA,Inf,1.14,0,0,0,8.28,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-09-17,142,1,0,0,0,0.7,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,1,NA,Inf,0.7,0,0,0,7.21,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-09-18,136,1,0,0,0,0.74,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,1,NA,Inf,0.74,0,0,0,7.41,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-09-19,152,1,0,0,0,0.66,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,1,NA,Inf,0.66,0,0,0,6.59,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-09-20,116,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,6,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-09-21,74,2,0,0,0,2.7,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,2,NA,Inf,2.7,0,0,0,4.76,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-09-22,81,1,0,0,0,1.23,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,1,NA,Inf,1.23,0,0,0,3.17,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-09-23,85,1,0,0,0,1.18,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,1,NA,Inf,1.18,0,0,0,3.02,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-09-24,82,1,0,0,0,1.22,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,1,NA,Inf,1.22,0,0,0,2.49,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-09-25,91,1,0,0,0,1.1,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,1,NA,Inf,1.1,0,0,0,3.03,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-09-26,89,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,3.8,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-09-27,97,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,3.7,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-09-28,81,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,2.71,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-09-29,38,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,2.68,NA,NA,0
"FA19","ALL","MPH","LI","TEXT",2018-09-30,93,4,0,0,0,4.3,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,4,NA,Inf,4.3,0,0,0,3.95,NA,NA,0
"FA19","ALL","POL","LI","TEXT",2018-07-03,57,3,0,0,0,5.26,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,3,NA,Inf,5.26,0,0,0,4.56,NA,NA,0
"FA19","ALL","POL","LI","TEXT",2018-07-04,54,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,4.44,NA,NA,0
"FA19","ALL","POL","LI","TEXT",2018-07-05,94,2,0,0,0,2.13,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,3,NA,Inf,3.19,0,0,0,5.13,NA,NA,0
"FA19","ALL","POL","LI","TEXT",2018-07-06,98,1,0,0,0,1.02,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,1,NA,Inf,1.02,0,0,0,6.75,NA,NA,0
"FA19","ALL","POL","LI","TEXT",2018-07-07,71,2,0,0,0,2.82,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,2,NA,Inf,2.82,0,0,0,6.35,NA,NA,0
"FA19","ALL","POL","LI","TEXT",2018-07-08,77,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,1,NA,Inf,1.3,0,0,0,5.71,NA,NA,0
"FA19","ALL","POL","LI","TEXT",2018-07-09,120,2,0,0,0,1.67,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,2,NA,Inf,1.67,0,0,0,7.01,NA,NA,0
"FA19","ALL","POL","LI","TEXT",2018-07-10,123,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,1,NA,Inf,0.81,0,0,0,7.04,NA,NA,0
"FA19","ALL","POL","LI","TEXT",2018-07-11,110,1,0,0,0,0.91,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,2,NA,Inf,1.82,0,0,0,6.78,NA,NA,0
"FA19","ALL","POL","LI","TEXT",2018-07-12,96,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,6.67,NA,NA,0
"FA19","ALL","POL","LI","TEXT",2018-07-13,89,1,0,0,0,1.12,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,1,NA,Inf,1.12,0,0,0,6.95,NA,NA,0
"FA19","ALL","POL","LI","TEXT",2018-07-14,72,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,1,NA,Inf,1.39,0,0,0,6.74,NA,NA,0
"FA19","ALL","POL","LI","TEXT",2018-07-15,81,1,0,0,0,1.23,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,1,NA,Inf,1.23,0,0,0,6.97,NA,NA,0
"FA19","ALL","POL","LI","TEXT",2018-07-16,111,1,0,0,0,0.9,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,1,NA,Inf,0.9,0,0,0,6.35,NA,NA,0
"FA19","ALL","POL","LI","TEXT",2018-07-17,114,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,1,NA,Inf,0.88,0,0,0,7.15,NA,NA,0
"FA19","ALL","POL","LI","TEXT",2018-07-18,104,1,0,0,0,0.96,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,3,NA,Inf,2.88,0,0,0,6.77,NA,NA,0
"FA19","ALL","POL","LI","TEXT",2018-07-19,138,2,0,0,0,1.45,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,2,NA,Inf,1.45,0,0,0,7.18,NA,NA,0
"FA19","ALL","POL","LI","TEXT",2018-07-20,144,2,0,0,0,1.39,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,2,NA,Inf,1.39,0,0,0,7.36,NA,NA,0
"FA19","ALL","POL","LI","TEXT",2018-07-21,161,2,0,0,0,1.24,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,2,NA,Inf,1.24,0,0,0,6.89,NA,NA,0
"FA19","ALL","POL","LI","TEXT",2018-07-22,138,1,0,0,0,0.72,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,1,NA,Inf,0.72,0,0,0,5.28,NA,NA,0
"FA19","ALL","POL","LI","TEXT",2018-07-23,146,1,0,0,0,0.68,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,1,NA,Inf,0.68,0,0,0,5.35,NA,NA,0
"FA19","ALL","POL","LI","TEXT",2018-07-24,131,2,0,0,0,1.53,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,3,NA,Inf,2.29,0,0,0,4.81,NA,NA,0
"FA19","ALL","POL","LI","TEXT",2018-07-25,182,1,0,0,0,0.55,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,1,NA,Inf,0.55,0,0,0,4.62,NA,NA,0
"FA19","ALL","POL","LI","TEXT",2018-07-26,124,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,4.22,NA,NA,0
"FA19","ALL","POL","LI","TEXT",2018-07-27,148,3,0,0,0,2.03,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,3,NA,Inf,2.03,0,0,0,4.14,NA,NA,0
"FA19","ALL","POL","LI","TEXT",2018-07-28,126,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,4.46,NA,NA,0
"FA19","ALL","POL","LI","TEXT",2018-07-29,145,2,0,0,0,1.38,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,2,NA,Inf,1.38,0,0,0,3.91,NA,NA,0
"FA19","ALL","POL","LI","TEXT",2018-07-30,171,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,3.77,NA,NA,0
"FA19","ALL","POL","LI","TEXT",2018-07-31,172,1,0,0,0,0.58,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,1,NA,Inf,0.58,0,0,0,4.92,NA,NA,0
"FA19","ALL","POL","LI","TEXT",2018-08-01,128,1,0,0,0,0.78,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,1,NA,Inf,0.78,0,0,0,4.49,NA,NA,0
"FA19","ALL","POL","LI","TEXT",2018-08-02,118,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,3.31,NA,NA,0
"FA19","ALL","POL","LI","TEXT",2018-08-03,117,1,0,0,0,0.85,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,1,NA,Inf,0.85,0,0,0,3.81,NA,NA,0
"FA19","ALL","POL","LI","TEXT",2018-08-04,85,1,0,0,0,1.18,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,1,NA,Inf,1.18,0,0,0,3.75,NA,NA,0
"FA19","ALL","POL","LI","TEXT",2018-08-05,145,2,0,0,0,1.38,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,2,NA,Inf,1.38,0,0,0,5,NA,NA,0
"FA19","ALL","POL","LI","TEXT",2018-08-06,123,1,0,0,0,0.81,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,1,NA,Inf,0.81,0,0,0,3.51,NA,NA,0
"FA19","ALL","POL","LI","TEXT",2018-08-07,138,1,0,0,0,0.72,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,1,NA,Inf,0.72,0,0,0,4.35,NA,NA,0
"FA19","ALL","POL","LI","TEXT",2018-08-08,139,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,5.83,NA,NA,0
"FA19","ALL","POL","LI","TEXT",2018-08-09,145,1,0,0,0,0.69,0,0,NA,NA,Inf,0,0,NA,0,0,0,0,0,0,0,1,NA,Inf,0.69,0,0,0,4.94,NA,NA,0
"FA19","ALL","POL","LI","TEXT",2018-08-10,154,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,6.56,NA,NA,0
"FA19","ALL","POL","LI","TEXT",2018-08-11,150,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,4.79,NA,NA,0
