"Term","Audience","Product","Code_Vendor","Code_Medium","Date","Impressions","Clicks","Bounces","Sessions","Swipes","CTR","SwipeUpRatePct","UPV","BR","Av_TOP","ClickableCompRate","VTR","CTOR","OpenRate","Sends","ViewRate","ClickableCompletions","Completions","Opens","LIOpens","LIClicks","Engagements","LICTOR","EngRate","EngagementRate","Master_Exits","Master_Pageviews","Master_Time_On_Page","Cost","Avg_RR","Results","Views"
"FA19","CU","GR","FB","DISP",2019-03-23,7738,9,5,6,0,0.12,0,7,83.33, 00:00:10.0,Inf,0,100,NA,0,0,0,0,9,0,0,9,NA,Inf,0.12,6,8,15,14.75,NA,NA,0
"FA19","CU","GR","FB","DISP",2019-03-24,10207,16,7,7,0,0.16,0,7,100,NA,Inf,0,81.25,NA,0,0,0,0,13,0,0,13,NA,Inf,0.13,7,7,0,17.92,NA,NA,0
"FA19","CU","GR","FB","DISP",2019-03-25,12181,12,4,4,0,0.1,0,4,100,NA,Inf,0,100,NA,0,0,0,0,12,0,0,12,NA,Inf,0.1,4,4,0,18.97,NA,NA,0
"FA19","CU","GR","FB","DISP",2019-03-26,12480,10,6,6,0,0.08,0,6,100,NA,Inf,0,100,NA,0,0,0,0,10,0,0,10,NA,Inf,0.08,6,6,0,18.94,NA,NA,0
"FA19","CU","GR","FB","DISP",2019-03-27,10745,8,3,3,0,0.07,0,3,100,NA,Inf,0,100,NA,0,0,0,0,8,0,0,8,NA,Inf,0.07,3,3,0,17.16,NA,NA,0
"FA19","CU","GR","FB","DISP",2019-03-28,10337,12,6,6,0,0.12,0,6,100,NA,Inf,0,91.67,NA,0,0,0,0,11,0,0,11,NA,Inf,0.11,6,6,0,16.5,NA,NA,0
"FA19","CU","GR","FB","DISP",2019-03-29,9416,16,6,6,0,0.17,0,6,100,NA,Inf,0,87.5,NA,0,0,0,0,14,0,0,14,NA,Inf,0.15,6,6,0,19.08,NA,NA,0
"FA19","CU","GR","FB","DISP",2019-03-30,8467,16,4,4,0,0.19,0,4,100,NA,Inf,0,81.25,NA,0,0,0,0,13,0,0,14,NA,Inf,0.17,4,4,0,16.56,NA,NA,0
"FA19","CU","GR","FB","DISP",2019-03-31,10806,14,4,4,0,0.13,0,4,100,NA,Inf,0,100,NA,0,0,0,0,14,0,0,14,NA,Inf,0.13,4,4,0,18.34,NA,NA,0
"FA19","CU","GR","FB","DISP",2019-04-01,15232,15,5,5,0,0.1,0,5,100,NA,Inf,0,93.33,NA,0,0,0,0,14,0,0,15,NA,Inf,0.1,5,5,0,20.4,NA,NA,0
"FA19","CU","GR","FB","DISP",2019-04-02,13559,9,5,5,0,0.07,0,5,100,NA,Inf,0,100,NA,0,0,0,0,9,0,0,9,NA,Inf,0.07,5,5,0,18.92,NA,NA,0
"FA19","CU","GR","FB","DISP",2019-04-03,14070,21,3,4,0,0.15,0,4,75, 00:00:05.0,Inf,0,95.24,NA,0,0,0,0,20,0,0,20,NA,Inf,0.14,4,6,9,19.63,NA,NA,0
"FA19","CU","GR","FB","DISP",2019-04-04,12471,7,2,2,0,0.06,0,2,100,NA,Inf,0,85.71,NA,0,0,0,0,6,0,0,6,NA,Inf,0.05,2,2,0,19.74,NA,NA,0
"FA19","CU","GR","FB","DISP",2019-04-05,10123,14,5,5,0,0.14,0,5,100,NA,Inf,0,100,NA,0,0,0,0,14,0,0,14,NA,Inf,0.14,5,5,0,16.97,NA,NA,0
"FA19","CU","GR","FB","DISP",2019-04-06,9058,9,3,3,0,0.1,0,3,100,NA,Inf,0,77.78,NA,0,0,0,0,7,0,0,8,NA,Inf,0.09,3,3,0,16.46,NA,NA,0
"FA19","CU","GR","FB","DISP",2019-04-07,11662,9,7,7,0,0.08,0,7,100,NA,Inf,0,100,NA,0,0,0,0,9,0,0,9,NA,Inf,0.08,7,7,0,18.83,NA,NA,0
"FA19","CU","GR","FB","DISP",2019-04-08,13785,16,8,8,0,0.12,0,8,100,NA,Inf,0,100,NA,0,0,0,0,16,0,0,16,NA,Inf,0.12,8,8,0,19.3,NA,NA,0
"FA19","CU","GR","FB","DISP",2019-04-09,12447,23,13,14,0,0.18,0,14,92.86, 00:27:55.0,Inf,0,0,NA,0,0,0,0,0,0,0,24,NA,Inf,0.19,14,15,1675,18.55,NA,NA,0
"FA19","CU","GR","FB","DISP",2019-04-10,10957,11,5,5,0,0.1,0,5,100,NA,Inf,0,0,NA,0,0,0,0,0,0,0,10,NA,Inf,0.09,5,5,0,17.23,NA,NA,0
"FA19","CU","GR","FB","DISP",2019-04-11,10218,9,3,3,0,0.09,0,3,100,NA,Inf,0,0,NA,0,0,0,0,0,0,0,8,NA,Inf,0.08,3,3,0,16.61,NA,NA,0
"FA19","CU","GR","FB","DISP",2019-04-12,7358,7,3,3,0,0.1,0,3,100,NA,Inf,0,0,NA,0,0,0,0,0,0,0,7,NA,Inf,0.1,3,3,0,14.21,NA,NA,0
"FA19","CU","GR","FB","DISP",2019-04-13,6566,12,2,2,0,0.18,0,2,100,NA,Inf,0,0,NA,0,0,0,0,0,0,0,12,NA,Inf,0.18,2,2,0,14.4,NA,NA,0
"FA19","CU","GR","FB","DISP",2019-04-14,7576,7,1,1,0,0.09,0,1,100,NA,Inf,0,0,NA,0,0,0,0,0,0,0,6,NA,Inf,0.08,1,1,0,14.3,NA,NA,0
"FA19","CU","GR","FB","DISP",2019-04-15,11032,10,7,8,0,0.09,0,8,87.5, 00:00:05.0,Inf,0,0,NA,0,0,0,0,0,0,0,10,NA,Inf,0.09,8,9,3,17.58,NA,NA,0
"FA19","CU","GR","FB","DISP",2019-04-16,12836,10,5,6,0,0.08,0,7,83.33, 00:02:25.0,Inf,0,0,NA,0,0,0,0,0,0,0,8,NA,Inf,0.06,6,7,146,20.98,NA,NA,0
"FA19","CU","GR","FB","DISP",2019-04-17,11478,19,7,7,0,0.17,0,7,100,NA,Inf,0,0,NA,0,0,0,0,0,0,0,19,NA,Inf,0.17,7,7,0,19.41,NA,NA,0
"FA19","CU","GR","FB","DISP",2019-04-18,10456,11,1,1,0,0.11,0,1,100,NA,Inf,0,0,NA,0,0,0,0,0,0,0,11,NA,Inf,0.11,1,1,0,17.43,NA,NA,0
"FA19","CU","GR","FB","DISP",2019-04-19,9596,14,9,9,0,0.15,0,9,100,NA,Inf,0,0,NA,0,0,0,0,0,0,0,17,NA,Inf,0.18,9,9,0,18.72,NA,NA,0
"FA19","CU","GR","FB","DISP",2019-04-20,8566,14,10,10,0,0.16,0,10,100,NA,Inf,0,0,NA,0,0,0,0,0,0,0,14,NA,Inf,0.16,10,10,0,17.29,NA,NA,0
"FA19","CU","GR","FB","DISP",2019-04-21,10134,13,9,9,0,0.13,0,9,100,NA,Inf,0,0,NA,0,0,0,0,0,0,0,12,NA,Inf,0.12,9,9,0,19.24,NA,NA,0
"FA19","CU","GR","FB","DISP",2019-04-22,12841,14,4,4,0,0.11,0,4,100,NA,Inf,0,0,NA,0,0,0,0,0,0,0,14,NA,Inf,0.11,4,4,0,20.01,NA,NA,0
"FA19","CU","GR","FB","DISP",2019-04-23,13272,12,5,6,0,0.09,0,6,83.33, 00:00:05.0,Inf,0,100,NA,0,0,0,0,12,0,0,12,NA,Inf,0.09,6,7,3,19.46,NA,NA,0
"FA19","CU","GR","FB","DISP",2019-04-24,13200,16,3,3,0,0.12,0,3,100,NA,Inf,0,100,NA,0,0,0,0,16,0,0,16,NA,Inf,0.12,3,3,0,21.01,NA,NA,0
"FA19","CU","GR","FB","DISP",2019-04-25,12230,13,5,5,0,0.11,0,5,100,NA,Inf,0,100,NA,0,0,0,0,13,0,0,13,NA,Inf,0.11,5,5,0,20.75,NA,NA,0
"FA19","CU","GR","FB","DISP",2019-04-26,10824,18,10,11,0,0.17,0,13,90.91, 00:00:50.0,Inf,0,100,NA,0,0,0,0,18,0,0,18,NA,Inf,0.17,11,13,101,19.34,NA,NA,0
"FA19","CU","GR","FB","DISP",2019-04-27,9231,8,6,7,0,0.09,0,9,85.71, 00:00:35.0,Inf,0,87.5,NA,0,0,0,0,7,0,0,7,NA,Inf,0.08,7,9,73,17.88,NA,NA,0
"FA19","CU","GR","FB","DISP",2019-04-28,10950,13,6,6,0,0.12,0,6,100,NA,Inf,0,100,NA,0,0,0,0,13,0,0,13,NA,Inf,0.12,6,6,0,18.54,NA,NA,0
"FA19","CU","GR","FB","DISP",2019-04-29,12449,13,2,2,0,0.1,0,2,100,NA,Inf,0,69.23,NA,0,0,0,0,9,0,0,10,NA,Inf,0.08,2,2,0,18.39,NA,NA,0
"FA19","CU","GR","FB","DISP",2019-04-30,6607,5,3,3,0,0.08,0,3,100,NA,Inf,0,120,NA,0,0,0,0,6,0,0,6,NA,Inf,0.09,3,3,0,9.19,NA,NA,0
"FA19","CU","GR","FB","DISP",2019-05-05,0,0,1,1,0,NA,NA,1,100,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,NA,1,1,0,0,NA,NA,0
"FA19","CU","GR","FB","DISP",2019-05-09,0,0,1,2,0,NA,NA,3,50, 00:00:05.0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,NA,2,3,5,0,NA,NA,0
"FA19","CU","GR","FB","DISP",2019-05-10,0,0,2,2,0,NA,NA,2,100,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,NA,2,2,0,0,NA,NA,0
"FA19","CU","GR","FB","DISP",2019-05-12,0,0,1,1,0,NA,NA,1,100,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,NA,1,1,0,0,NA,NA,0
"FA19","CU","GR","FB","DISP",2019-05-13,0,0,1,1,0,NA,NA,1,100,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,NA,1,1,0,0,NA,NA,0
"FA19","CU","GR","FB","VID",2018-09-01,1454,7,3,3,0,0.48,0,3,100,NA,Inf,0,71.43,NA,0,59.63,0,0,5,0,0,147,NA,Inf,10.11,3,3,0,9.41,NA,NA,867
"FA19","CU","GR","FB","VID",2018-09-02,2442,10,2,2,0,0.41,0,2,100,NA,Inf,0,70,NA,0,53.69,0,0,7,0,0,322,NA,Inf,13.19,2,2,0,14.27,NA,NA,1311
"FA19","CU","GR","FB","VID",2018-09-03,2551,11,2,2,0,0.43,0,2,100,NA,Inf,0,54.55,NA,0,56.88,0,0,6,0,0,350,NA,Inf,13.72,2,2,0,15.69,NA,NA,1451
"FA19","CU","GR","FB","VID",2018-09-04,1996,10,5,5,0,0.5,0,5,100,NA,Inf,0,70,NA,0,46.89,0,0,7,0,0,230,NA,Inf,11.52,5,5,0,11.49,NA,NA,936
"FA19","CU","GR","FB","VID",2018-09-05,1943,10,4,4,0,0.51,0,4,100,NA,Inf,0,80,NA,0,46.63,0,0,8,0,0,240,NA,Inf,12.35,4,4,0,10.85,NA,NA,906
"FA19","CU","GR","FB","VID",2018-09-06,2179,13,6,6,0,0.6,0,6,100,NA,Inf,0,84.62,NA,0,47.13,0,0,11,0,0,244,NA,Inf,11.2,6,6,0,12.55,NA,NA,1027
"FA19","CU","GR","FB","VID",2018-09-07,2169,16,5,5,0,0.74,0,5,100,NA,Inf,0,62.5,NA,0,50.85,0,0,10,0,0,258,NA,Inf,11.89,5,5,0,12.61,NA,NA,1103
"FA19","CU","GR","FB","VID",2018-09-08,2646,10,4,4,0,0.38,0,4,100,NA,Inf,0,50,NA,0,54.12,0,0,5,0,0,371,NA,Inf,14.02,4,4,0,14.09,NA,NA,1432
"FA19","CU","GR","FB","VID",2018-09-09,2651,13,5,5,0,0.49,0,5,100,NA,Inf,0,69.23,NA,0,45,0,0,9,0,0,320,NA,Inf,12.07,5,5,0,12.19,NA,NA,1193
"FA19","CU","GR","FB","VID",2018-09-10,1909,4,0,0,0,0.21,0,0,NA,NA,Inf,0,75,NA,0,51.34,0,0,3,0,0,315,NA,Inf,16.5,0,0,0,8.35,NA,NA,980
"FA19","CU","GR","FB","VID",2018-09-11,1502,4,1,1,0,0.27,0,1,100,NA,Inf,0,50,NA,0,67.78,0,0,2,0,0,248,NA,Inf,16.51,1,1,0,9.28,NA,NA,1018
"FA19","CU","GR","FB","VID",2018-09-12,1311,8,0,0,0,0.61,0,0,NA,NA,Inf,0,25,NA,0,61.4,0,0,2,0,0,263,NA,Inf,20.06,0,0,0,8.31,NA,NA,805
"FA19","CU","GR","FB","VID",2018-09-13,1334,5,1,1,0,0.37,0,1,100,NA,Inf,0,100,NA,0,54.72,0,0,5,0,0,238,NA,Inf,17.84,1,1,0,7.73,NA,NA,730
"FA19","CU","GR","FB","VID",2018-09-14,1564,10,3,3,0,0.64,0,3,100,NA,Inf,0,80,NA,0,57.42,0,0,8,0,0,255,NA,Inf,16.3,3,3,0,10.03,NA,NA,898
"FA19","CU","GR","FB","VID",2018-09-15,1819,9,1,1,0,0.49,0,1,100,NA,Inf,0,55.56,NA,0,53.71,0,0,5,0,0,244,NA,Inf,13.41,1,1,0,11.72,NA,NA,977
"FA19","CU","GR","FB","VID",2018-09-16,1414,9,1,2,0,0.64,0,2,50, 00:00:00.0,Inf,0,55.56,NA,0,52.76,0,0,5,0,0,215,NA,Inf,15.21,2,3,0,8.09,NA,NA,746
"FA19","CU","GR","FB","VID",2018-09-17,1249,7,4,4,0,0.56,0,4,100,NA,Inf,0,100,NA,0,40.83,0,0,7,0,0,211,NA,Inf,16.89,4,4,0,5.16,NA,NA,510
"FA19","CU","GR","FB","VID",2018-09-18,1268,7,3,3,0,0.55,0,3,100,NA,Inf,0,85.71,NA,0,32.41,0,0,6,0,0,186,NA,Inf,14.67,3,3,0,4.73,NA,NA,411
"FA19","CU","GR","FB","VID",2018-09-19,1484,6,2,2,0,0.4,0,2,100,NA,Inf,0,83.33,NA,0,37.06,0,0,5,0,0,176,NA,Inf,11.86,2,2,0,5.54,NA,NA,550
"FA19","CU","GR","FB","VID",2018-09-20,1435,7,3,3,0,0.49,0,3,100,NA,Inf,0,85.71,NA,0,41.05,0,0,6,0,0,148,NA,Inf,10.31,3,3,0,6.79,NA,NA,589
"FA19","CU","GR","FB","VID",2018-09-21,1438,9,3,3,0,0.63,0,3,100,NA,Inf,0,88.89,NA,0,44.3,0,0,8,0,0,181,NA,Inf,12.59,3,3,0,8.31,NA,NA,637
"FA19","CU","GR","FB","VID",2018-09-22,1282,7,1,1,0,0.55,0,1,100,NA,Inf,0,57.14,NA,0,42.9,0,0,4,0,0,169,NA,Inf,13.18,1,1,0,6.59,NA,NA,550
"FA19","CU","GR","FB","VID",2018-09-23,1076,5,2,2,0,0.46,0,2,100,NA,Inf,0,80,NA,0,41.54,0,0,4,0,0,190,NA,Inf,17.66,2,2,0,4.67,NA,NA,447
"FA19","CU","GR","FB","VID",2018-09-24,840,5,3,3,0,0.6,0,3,100,NA,Inf,7.38,100,NA,0,38.21,0,62,5,0,0,107,NA,Inf,12.74,3,3,0,3.61,NA,NA,321
"FA19","CU","GR","FB","VID",2018-09-25,1547,8,4,4,0,0.52,0,4,100,NA,Inf,5.04,100,NA,0,41.37,0,78,8,0,0,193,NA,Inf,12.48,4,4,0,7,NA,NA,640
"FA19","CU","GR","FB","VID",2018-09-26,1348,6,2,2,0,0.45,0,2,100,NA,Inf,6.08,83.33,NA,0,43.47,0,82,5,0,0,177,NA,Inf,13.13,2,2,0,7.84,NA,NA,586
"FA19","CU","GR","FB","VID",2018-09-27,1492,7,1,1,0,0.47,0,1,100,NA,Inf,3.62,57.14,NA,0,50.94,0,54,4,0,0,162,NA,Inf,10.86,1,1,0,8.44,NA,NA,760
"FA19","CU","GR","FB","VID",2018-09-28,1439,5,4,4,0,0.35,0,4,100,NA,Inf,5.56,80,NA,0,58.58,0,80,4,0,0,192,NA,Inf,13.34,4,4,0,8.52,NA,NA,843
"FA19","CU","GR","FB","VID",2018-09-29,1528,5,2,2,0,0.33,0,2,100,NA,Inf,9.1,60,NA,0,59.55,0,139,3,0,0,290,NA,Inf,18.98,2,2,0,8.85,NA,NA,910
"FA19","CU","GR","FB","VID",2018-09-30,914,1,0,0,0,0.11,0,0,NA,NA,Inf,6.56,100,NA,0,51.42,0,60,1,0,0,125,NA,Inf,13.68,0,0,0,4.76,NA,NA,470
"FA19","CU","GR","FB","VID",2019-02-01,2059,12,3,3,0,0.58,0,3,100,NA,Inf,2.82,66.67,NA,0,80.86,0,58,8,0,0,266,NA,Inf,12.92,3,3,0,12.62,NA,NA,1665
"FA19","CU","GR","FB","VID",2019-02-02,3792,25,7,8,0,0.66,0,8,87.5, 00:00:05.0,Inf,3.11,60,NA,0,81.8,0,118,15,0,0,554,NA,Inf,14.61,8,9,4,21.94,NA,NA,3102
"FA19","CU","GR","FB","VID",2019-02-03,3596,9,1,1,0,0.25,0,1,100,NA,Inf,4,44.44,NA,0,81.7,0,144,4,0,0,528,NA,Inf,14.68,1,1,0,18.23,NA,NA,2938
"FA19","CU","GR","FB","VID",2019-02-04,3405,14,3,4,0,0.41,0,4,75, 00:00:15.0,Inf,3.73,64.29,NA,0,84.52,0,127,9,0,0,494,NA,Inf,14.51,4,5,15,18.46,NA,NA,2878
"FA19","CU","GR","FB","VID",2019-02-05,3259,15,3,3,0,0.46,0,3,100,NA,Inf,3.96,33.33,NA,0,82.6,0,129,5,0,0,470,NA,Inf,14.42,3,3,0,17.24,NA,NA,2692
"FA19","CU","GR","FB","VID",2019-02-06,3144,14,2,2,0,0.45,0,2,100,NA,Inf,2.89,57.14,NA,0,80.76,0,91,8,0,0,475,NA,Inf,15.11,2,2,0,15.57,NA,NA,2539
"FA19","CU","GR","FB","VID",2019-02-07,3298,10,1,1,0,0.3,0,1,100,NA,Inf,3.88,50,NA,0,81.2,0,128,5,0,0,453,NA,Inf,13.74,1,1,0,15.83,NA,NA,2678
"FA19","CU","GR","FB","VID",2019-02-08,3199,7,2,2,0,0.22,0,2,100,NA,Inf,4.25,71.43,NA,0,82.53,0,136,5,0,0,536,NA,Inf,16.76,2,2,0,15.06,NA,NA,2640
"FA19","CU","GR","FB","VID",2019-02-09,3230,6,1,1,0,0.19,0,1,100,NA,Inf,4.71,66.67,NA,0,82.85,0,152,4,0,0,541,NA,Inf,16.75,1,1,0,15.66,NA,NA,2676
"FA19","CU","GR","FB","VID",2019-02-10,3607,14,3,3,0,0.39,0,3,100,NA,Inf,3.88,64.29,NA,0,81.65,0,140,9,0,0,543,NA,Inf,15.05,3,3,0,16.56,NA,NA,2945
"FA19","CU","GR","FB","VID",2019-02-11,3210,14,1,1,0,0.44,0,1,100,NA,Inf,3.68,35.71,NA,0,81.43,0,118,5,0,0,490,NA,Inf,15.26,1,1,0,15.64,NA,NA,2614
"FA19","CU","GR","FB","VID",2019-02-12,3359,18,0,0,0,0.54,0,0,NA,NA,Inf,2.74,44.44,NA,0,81.69,0,92,8,0,0,479,NA,Inf,14.26,0,0,0,17.07,NA,NA,2744
"FA19","CU","GR","FB","VID",2019-02-13,2859,14,5,5,0,0.49,0,5,100,NA,Inf,4.55,64.29,NA,0,82.69,0,130,9,0,0,502,NA,Inf,17.56,5,5,0,14.25,NA,NA,2364
"FA19","CU","GR","FB","VID",2019-02-14,2740,5,1,1,0,0.18,0,1,100,NA,Inf,3.65,40,NA,0,82.55,0,100,2,0,0,443,NA,Inf,16.17,1,1,0,12.09,NA,NA,2262
"FA19","CU","GR","FB","VID",2019-02-15,2900,8,1,1,0,0.28,0,1,100,NA,Inf,3.62,62.5,NA,0,81.76,0,105,5,0,0,531,NA,Inf,18.31,1,1,0,12.95,NA,NA,2371
"FA19","CU","GR","FB","VID",2019-02-16,2845,6,0,0,0,0.21,0,0,NA,NA,Inf,4.5,50,NA,0,83.94,0,128,3,0,0,530,NA,Inf,18.63,0,0,0,12.43,NA,NA,2388
"FA19","CU","GR","FB","VID",2019-02-17,2785,9,2,2,0,0.32,0,2,100,NA,Inf,3.77,66.67,NA,0,87.54,0,105,6,0,0,479,NA,Inf,17.2,2,2,0,10.93,NA,NA,2438
"FA19","CU","GR","FB","VID",2019-02-18,2652,3,0,0,0,0.11,0,0,NA,NA,Inf,2.71,100,NA,0,85.14,0,72,3,0,0,385,NA,Inf,14.52,0,0,0,11.13,NA,NA,2258
"FA19","CU","GR","FB","VID",2019-02-19,2538,6,3,3,0,0.24,0,3,100,NA,Inf,3.11,83.33,NA,0,84.55,0,79,5,0,0,403,NA,Inf,15.88,3,3,0,10.89,NA,NA,2146
"FA19","CU","GR","FB","VID",2019-02-20,2931,14,5,5,0,0.48,0,5,100,NA,Inf,3.34,64.29,NA,0,82.84,0,98,9,0,0,433,NA,Inf,14.77,5,5,0,14.34,NA,NA,2428
"FA19","CU","GR","FB","VID",2019-02-21,2888,12,3,3,0,0.42,0,3,100,NA,Inf,3.53,75,NA,0,82.96,0,102,9,0,0,490,NA,Inf,16.97,3,3,0,14.49,NA,NA,2396
"FA19","CU","GR","FB","VID",2019-02-22,2953,15,3,3,0,0.51,0,3,100,NA,Inf,3.39,73.33,NA,0,84.32,0,100,11,0,0,492,NA,Inf,16.66,3,3,0,15.24,NA,NA,2490
"FA19","CU","GR","FB","VID",2019-02-23,3133,9,2,2,0,0.29,0,2,100,NA,Inf,3.26,55.56,NA,0,82.96,0,102,5,0,0,487,NA,Inf,15.54,2,2,0,15.03,NA,NA,2599
"FA19","CU","GR","FB","VID",2019-02-24,2650,3,0,0,0,0.11,0,0,NA,NA,Inf,6.3,100,NA,0,83.58,0,167,3,0,0,623,NA,Inf,23.51,0,0,0,10.68,NA,NA,2215
"FA19","CU","GR","FB","VID",2019-02-25,2888,10,2,2,0,0.35,0,2,100,NA,Inf,5.3,80,NA,0,83.21,0,153,8,0,0,677,NA,Inf,23.44,2,2,0,12.43,NA,NA,2403
"FA19","CU","GR","FB","VID",2019-02-26,2227,4,1,1,0,0.18,0,1,100,NA,Inf,5.07,50,NA,0,85.27,0,113,2,0,0,529,NA,Inf,23.75,1,1,0,9.7,NA,NA,1899
"FA19","CU","GR","FB","VID",2019-02-27,2289,4,1,2,0,0.17,0,2,50, 00:00:00.0,Inf,6.82,100,NA,0,84.8,0,156,4,0,0,541,NA,Inf,23.63,2,3,2,10.21,NA,NA,1941
"FA19","CU","GR","FB","VID",2019-02-28,2165,2,0,0,0,0.09,0,0,NA,NA,Inf,5.96,50,NA,0,82.91,0,129,1,0,0,505,NA,Inf,23.33,0,0,0,10.27,NA,NA,1795
"FA19","CU","GR","FB","VID",2019-03-01,2631,11,1,1,0,0.42,0,1,100,NA,Inf,4.26,81.82,NA,0,88.37,0,112,9,0,0,497,NA,Inf,18.89,1,1,0,12.72,NA,NA,2325
"FA19","CU","GR","FB","VID",2019-03-02,2689,13,3,3,0,0.48,0,3,100,NA,Inf,6.1,76.92,NA,0,93.64,0,164,10,0,0,590,NA,Inf,21.94,3,3,0,12.97,NA,NA,2518
"FA19","CU","GR","FB","VID",2019-03-03,2677,5,0,0,0,0.19,0,0,NA,NA,Inf,5.6,100,NA,0,85.13,0,150,5,0,0,571,NA,Inf,21.33,0,0,0,11.5,NA,NA,2279
"FA19","CU","GR","FB","VID",2019-03-04,2561,10,0,0,0,0.39,0,0,NA,NA,Inf,8.63,40,NA,0,83.95,0,221,4,0,0,617,NA,Inf,24.09,0,0,0,10.68,NA,NA,2150
"FA19","CU","GR","FB","VID",2019-03-05,2296,11,4,4,0,0.48,0,4,100,NA,Inf,5.18,72.73,NA,0,82.14,0,119,8,0,0,431,NA,Inf,18.77,4,4,0,10.97,NA,NA,1886
"FA19","CU","GR","FB","VID",2019-03-06,2543,16,4,4,0,0.63,0,4,100,NA,Inf,5.03,68.75,NA,0,81.64,0,128,11,0,0,439,NA,Inf,17.26,4,4,0,13.48,NA,NA,2076
"FA19","CU","GR","FB","VID",2019-03-07,2381,12,4,4,0,0.5,0,4,100,NA,Inf,4.12,58.33,NA,0,81.65,0,98,7,0,0,373,NA,Inf,15.67,4,4,0,13.36,NA,NA,1944
"FA19","CU","GR","FB","VID",2019-03-08,2260,11,3,4,0,0.49,0,5,75, 00:00:15.0,Inf,4.82,81.82,NA,0,82.39,0,109,9,0,0,382,NA,Inf,16.9,4,5,16,13.08,NA,NA,1862
"FA19","CU","GR","FB","VID",2019-03-09,2827,11,3,3,0,0.39,0,3,100,NA,Inf,4.17,54.55,NA,0,82.42,0,118,6,0,0,474,NA,Inf,16.77,3,3,0,14.49,NA,NA,2330
"FA19","CU","GR","FB","VID",2019-03-10,2517,6,2,2,0,0.24,0,2,100,NA,Inf,5.09,83.33,NA,0,81.68,0,128,5,0,0,483,NA,Inf,19.19,2,2,0,11.31,NA,NA,2056
"FA19","CU","GR","FB","VID",2019-03-11,1899,11,2,2,0,0.58,0,2,100,NA,Inf,5.37,81.82,NA,0,84.36,0,102,9,0,0,474,NA,Inf,24.96,2,2,0,7.64,NA,NA,1602
"FA19","CU","GR","FB","VID",2019-03-12,2506,9,3,4,0,0.36,0,4,75, 00:00:15.0,Inf,4.39,77.78,NA,0,82.52,0,110,7,0,0,475,NA,Inf,18.95,4,5,16,13,NA,NA,2068
"FA19","CU","GR","FB","VID",2019-03-13,2354,6,1,1,0,0.25,0,1,100,NA,Inf,2.34,50,NA,0,77.95,0,55,3,0,0,281,NA,Inf,11.94,1,1,0,16.02,NA,NA,1835
"FA19","CU","GR","FB","VID",2019-03-14,3040,13,2,2,0,0.43,0,2,100,NA,Inf,3.95,76.92,NA,0,81.51,0,120,10,0,0,505,NA,Inf,16.61,2,2,0,16.58,NA,NA,2478
"FA19","CU","GR","FB","VID",2019-03-15,2653,9,1,1,0,0.34,0,1,100,NA,Inf,4.64,44.44,NA,0,83.53,0,123,4,0,0,511,NA,Inf,19.26,1,1,0,14.36,NA,NA,2216
"FA19","CU","GR","FB","VID",2019-03-16,2513,5,1,1,0,0.2,0,1,100,NA,Inf,4.93,80,NA,0,85.08,0,124,4,0,0,522,NA,Inf,20.77,1,1,0,13.36,NA,NA,2138
"FA19","CU","GR","FB","VID",2019-03-17,2215,4,0,0,0,0.18,0,0,NA,NA,Inf,4.38,50,NA,0,84.42,0,97,2,0,0,384,NA,Inf,17.34,0,0,0,11.49,NA,NA,1870
"FA19","CU","GR","FB","VID",2019-03-18,2302,10,0,0,0,0.43,0,0,NA,NA,Inf,6.13,70,NA,0,83.23,0,141,7,0,0,499,NA,Inf,21.68,0,0,0,11.91,NA,NA,1916
"FA19","CU","GR","FB","VID",2019-03-19,2522,17,1,1,0,0.67,0,1,100,NA,Inf,5.87,47.06,NA,0,86.28,0,148,8,0,0,535,NA,Inf,21.21,1,1,0,12.66,NA,NA,2176
"FA19","CU","GR","FB","VID",2019-03-20,2802,7,1,1,0,0.25,0,1,100,NA,Inf,5.35,100,NA,0,84.23,0,150,7,0,0,480,NA,Inf,17.13,1,1,0,14.74,NA,NA,2360
"FA19","CU","GR","FB","VID",2019-03-21,2749,13,3,3,0,0.47,0,3,100,NA,Inf,5.46,69.23,NA,0,83.05,0,150,9,0,0,470,NA,Inf,17.1,3,3,0,15.58,NA,NA,2283
"FA19","CU","GR","FB","VID",2019-03-22,2645,8,2,2,0,0.3,0,2,100,NA,Inf,4.95,75,NA,0,84.01,0,131,6,0,0,470,NA,Inf,17.77,2,2,0,15.48,NA,NA,2222
"FA19","CU","GR","FB","VID",2019-03-23,3182,12,2,2,0,0.38,0,2,100,NA,Inf,4.24,58.33,NA,0,83.91,0,135,7,0,0,510,NA,Inf,16.03,2,2,0,18.69,NA,NA,2670
"FA19","CU","GR","FB","VID",2019-03-24,3083,8,0,0,0,0.26,0,0,NA,NA,Inf,4.96,62.5,NA,0,83.68,0,153,5,0,0,490,NA,Inf,15.89,0,0,0,15.74,NA,NA,2580
