"Quarter","AdSet","Ad","Vendor","Impressions","CTR","UPV","BR","Av_TOP","Cost","Start_Date","End_Date"
"NAQNA","FA21_TR_CU_DBM_DISP_IG","CU_DBM_DISP","DBM_DISP","850,402","0.1%","NA","NA%",NA,"$ 7827.09",NA,NA
"NAQNA","FA21_TR_CU_FB_VID_IG","CU_FB_VID","FB_VID","666,077","0.39%","NA","NA%",NA,"$ 2570.66",NA,NA
"NAQNA","FA21_TR_CU_IG_ST_BR","CU_IG_ST","IG_ST","19,634","0.16%","NA","NA%",NA,"$ 85.53",NA,NA
"NAQNA","FA21_TR_CU_IG_VID_IG","CU_IG_VID","IG_VID","83,638","0.21%","NA","NA%",NA,"$ 397.21",NA,NA
"NAQNA","FA21_TR_CU_SC_VID_AG","CU_SC_VID","SC_VID","421,829","1.04%","NA","NA%",NA,"$ 1185.37",NA,NA
"NAQNA","FA21_TR_CU_SC_VID_BR","CU_SC_VID","SC_VID","219,147","1%","NA","NA%",NA,"$ 649.2",NA,NA
"NAQNA","FA21_TR_CU_YT_VID_AG","CU_YT_VID","YT_VID","419,249","0.06%","NA","NA%",NA,"$ 4959.13",NA,NA
"NAQNA","FA21_TR_CU_YT_VID_BR","CU_YT_VID","YT_VID","101,487","0.09%","NA","NA%",NA,"$ 1617.61",NA,NA
"NAQNA","FA21_UG_HS_DBM_DISP_ER","HS_DBM_DISP","DBM_DISP","742,832","0.14%","NA","NA%",NA,"$ 4613.22",NA,NA
"NAQNA","FA21_UG_HS_DBM_DISP_IG","HS_DBM_DISP","DBM_DISP","728,677","0.09%","NA","NA%",NA,"$ 6282.64",NA,NA
"NAQNA","FA21_UG_HS_DBM_DISP_VT","HS_DBM_DISP","DBM_DISP","118,453","0.15%","NA","NA%",NA,"$ 1117.71",NA,NA
"NAQNA","FA21_UG_HS_FB_DISP_ER","HS_FB_DISP","FB_DISP","133,156","0.38%","NA","NA%",NA,"$ 412.36",NA,NA
"NAQNA","FA21_UG_HS_FB_VID_IG","HS_FB_VID","FB_VID","703,224","0.34%","NA","NA%",NA,"$ 2133.83",NA,NA
"NAQNA","FA21_UG_HS_IG_DISP_ER","HS_IG_DISP","IG_DISP","223,095","0.25%","NA","NA%",NA,"$ 1003.18",NA,NA
"NAQNA","FA21_UG_HS_IG_ST_BR","HS_IG_ST","IG_ST","463,544","0.11%","NA","NA%",NA,"$ 2175.74",NA,NA
"NAQNA","FA21_UG_HS_IG_VID_ER","HS_IG_VID","IG_VID","159,154","0.12%","NA","NA%",NA,"$ 1008.95",NA,NA
"NAQNA","FA21_UG_HS_IG_VID_IG","HS_IG_VID","IG_VID","423,416","0.12%","NA","NA%",NA,"$ 1883.25",NA,NA
"NAQNA","FA21_UG_HS_IG_VID_VT","HS_IG_VID","IG_VID","121,099","0.11%","NA","NA%",NA,"$ 593.44",NA,NA
"NAQNA","FA21_UG_HS_SC_VID_BR","HS_SC_VID","SC_VID","1,615,025","1.13%","NA","NA%",NA,"$ 2457.79",NA,NA
"NAQNA","FA21_UG_HS_SC_VID_ER","HS_SC_VID","SC_VID","1,126,431","0.88%","NA","NA%",NA,"$ 2613.2",NA,NA
"NAQNA","FA21_UG_HS_SC_VID_VT","HS_SC_VID","SC_VID","884,808","1.09%","NA","NA%",NA,"$ 1314.75",NA,NA
"NAQNA","FA21_UG_HS_YT_VID_BR","HS_YT_VID","YT_VID","439,505","0.11%","NA","NA%",NA,"$ 7428.8",NA,NA
"NAQNA","FA21_UG_IN_PIN_DISP_BR","IN_PIN_DISP","PIN_DISP","336,070","0.37%","NA","NA%",NA,"$ 1790.62",NA,NA
"NAQNA","FA21_UG_IN_PIN_VID_BR","IN_PIN_VID","PIN_VID","162,793","0.26%","NA","NA%",NA,"$ 622.01",NA,NA
"NAQNA","FA21_UG_TL_DBM_DISP_IG","TL_DBM_DISP","DBM_DISP","1,319,127","0.16%","NA","NA%",NA,"$ 9884.98",NA,NA
"NAQNA","FA21_UG_TL_FB_VID_IG","TL_FB_VID","FB_VID","612,168","0.92%","NA","NA%",NA,"$ 4534.75",NA,NA
"NAQNA","FA21_UG_TL_SC_VID_BR","TL_SC_VID","SC_VID","1,848,428","1.47%","NA","NA%",NA,"$ 3206.19",NA,NA
"NAQNA","SP19_CLR_ALL_FB_DISP_IG","ALL_FB_DISP","FB_DISP","673,337","0.26%","NA","NA%",NA,"$ 1999.17",NA,NA
"NAQNA","SP19_GR_WA_FB_DISP_AG","WA_FB_DISP","FB_DISP","480,747","0.52%","NA","NA%",NA,"$ 1499.96",NA,NA
"NAQNA","SP19_ST_WA_FB_DISP_IG","WA_FB_DISP","FB_DISP","399,938","0.27%","NA","NA%",NA,"$ 1699.66",NA,NA
"NAQNA","SU19_IC_ALL_FB_DISP_IG","ALL_FB_DISP","FB_DISP","317,137","0.41%","NA","NA%",NA,"$ 760.88",NA,NA
"NAQNA","SU19_IC_ALL_IG_DISP_IG","ALL_IG_DISP","IG_DISP","171,808","0.59%","NA","NA%",NA,"$ 1739.12",NA,NA
"NAQNA","SU20_S_SIC_DISP_ALL_IG","SIC_DISP_ALL","DISP_ALL","591,682","0.22%","NA","NA%",NA,"$ 1232.14",NA,NA
"NAQNA","SU20_SIC_ALL_FB_DISP_IG","ALL_FB_DISP","FB_DISP","593,263","0.25%","NA","NA%",NA,"$ 1155.95",NA,NA
"NAQNA","SU20_SIC_ALL_IG_DISP_IG","ALL_IG_DISP","IG_DISP","167,332","0.35%","NA","NA%",NA,"$ 1172.21",NA,NA
